index,발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유,identifier1,identifier2,bookrunners,bkr_parts,comanagers,cmgr_parts
46,1794,(주)E1,KR6017941A66,B017941A6,일반사채 (116100),,상장,활성,2020-06-18,,E1 35,E1 35,회사채,,"120,000,000,000",2020-06-18,원화,2023-06-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.128,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-18,비매출,,,무기명,,,,,한국예탁결제원,(주)하나은행,엔에이치투자증권(주),,NICE신용평가, ,,한국기업평가,,DBFNFB,E1/ Bd 20230616 Sr Ungtd,,,35,,"['한국투자증권', 'NH투자증권', 'KB증권']","['30,000,000,000', '35,000,000,000', '15,000,000,000']","['한국산업은행', '이베스트투자증권']","['20,000,000,000', '20,000,000,000']"
53,1945,(주)아이비케이캐피탈,KR6019451A49,B019451A4,할부금융채권 (116250),,상장,활성,2020-04-09,,아이비케이캐피탈 212-1,IBK CAPITAL CORPORATION 212-1,회사채,,"10,000,000,000",2020-04-08,원화,2021-04-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.72,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-08,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.72 Bd 20210408 Sr,,,212-1,-1,['교보증권'],"['10,000']",[],[]
58,1945,(주)아이비케이캐피탈,KR6019452A48,B019452A4,할부금융채권 (116250),,상장,활성,2020-04-09,,아이비케이캐피탈 212-2,IBK CAPITAL CORPORATION 212-2,회사채,,"50,000,000,000",2020-04-08,원화,2021-05-07,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.7280000000000002,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-07-08,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.728 Bd 20210507 Sr,,,212-2,-2,['교보증권'],"['10,000']","['SK증권', '부국증권', '케이티비투자증권']","['20,000', '10,000', '10,000']"
63,1945,(주)아이비케이캐피탈,KR6019453A47,B019453A4,할부금융채권 (116250),,상장,활성,2020-04-09,,아이비케이캐피탈 212-3,IBK CAPITAL CORPORATION 212-3,회사채,,"20,000,000,000",2020-04-08,원화,2022-04-08,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.774,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-08,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.774 Bd 20220408 Sr,,,212-3,-3,['한국산업은행'],"['20,000']",[],[]
68,1945,(주)아이비케이캐피탈,KR6019454A46,B019454A4,할부금융채권 (116250),,상장,활성,2020-04-20,,아이비케이캐피탈 213-1,IBK CAPITAL CORPORATION 213-1,회사채,,"10,000,000,000",2020-04-17,원화,2021-04-16,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.781,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-17,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.781 Bd 20210416 Sr,,,213-1,-1,['메리츠증권'],"['10,000']",[],[]
73,1945,(주)아이비케이캐피탈,KR6019455A45,B019455A4,할부금융채권 (116250),,상장,활성,2020-04-20,,아이비케이캐피탈 213-2,IBK CAPITAL CORPORATION 213-2,회사채,,"10,000,000,000",2020-04-17,원화,2021-09-17,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.786,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-17,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.786 Bd 20210917 Sr,,,213-2,-2,['메리츠증권'],"['10,000']",[],[]
77,1945,(주)아이비케이캐피탈,KR6019456A44,B019456A4,할부금융채권 (116250),,상장,활성,2020-04-20,,아이비케이캐피탈 213-3,IBK CAPITAL CORPORATION 213-3,회사채,,"50,000,000,000",2020-04-17,원화,2021-10-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.787,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-17,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.787 Bd 20211015 Sr,,,213-3,-3,['키움증권'],"['20,000']",['하나금융투자'],"['30,000']"
81,1945,(주)아이비케이캐피탈,KR6019457A43,B019457A4,할부금융채권 (116250),,상장,활성,2020-04-24,,아이비케이캐피탈 214-1,IBK CAPITAL CORPORATION 214-1,회사채,,"30,000,000,000",2020-04-23,원화,2021-04-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.798,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-23,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.798 Bd 20210423 Sr,,,214-1,-1,['교보증권'],"['20,000']",['이베스트투자증권'],"['10,000']"
85,1945,(주)아이비케이캐피탈,KR6019458A42,B019458A4,할부금융채권 (116250),,상장,활성,2020-04-24,,아이비케이캐피탈 214-2,IBK CAPITAL CORPORATION 214-2,회사채,,"10,000,000,000",2020-04-23,원화,2021-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.7990000000000002,,100,100,마지막 이자지급 365일 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-07-23,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.799 Bd 20210623 Sr,,,214-2,-2,['케이티비투자증권'],"['10,000']",[],[]
88,1945,(주)아이비케이캐피탈,KR6019459A41,B019459A4,할부금융채권 (116250),,상장,활성,2020-04-24,,아이비케이캐피탈 214-3,IBK CAPITAL CORPORATION 214-3,회사채,,"10,000,000,000",2020-04-23,원화,2021-07-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.8,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-23,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.800 Bd 20210723 Sr,,,214-3,-3,['케이티비투자증권'],"['10,000']",[],[]
91,1945,(주)아이비케이캐피탈,KR601945AA46,B01945AA4,할부금융채권 (116250),,상장,활성,2020-04-24,,아이비케이캐피탈 214-4,IBK CAPITAL CORPORATION 214-4,회사채,,"30,000,000,000",2020-04-23,원화,2021-08-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.801,,100,100,마지막 이자지급 365일 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-07-23,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,교보증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.801 Bd 20210823 Sr,,,214-4,-4,"['유진투자증권', '흥국증권']","['20,000', '10,000']",[],[]
54,1945,(주)아이비케이캐피탈,KR6019451A64,B019451A6,할부금융채권 (116250),,상장,활성,2020-06-08,,아이비케이캐피탈 215-1,IBK CAPITAL CORPORATION 215-1,회사채,,"40,000,000,000",2020-06-05,원화,2022-05-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.391,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.391 Bd 20220504 Sr,,,215-1,-1,"['한양증권', '교보증권', '흥국증권']","['20,000', '10,000', '10,000']",[],[]
59,1945,(주)아이비케이캐피탈,KR6019452A63,B019452A6,할부금융채권 (116250),,상장,활성,2020-06-08,,아이비케이캐피탈 215-2,IBK CAPITAL CORPORATION 215-2,회사채,,"50,000,000,000",2020-06-05,원화,2022-11-04,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.505,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.505 Bd 20221104 Sr,,,215-2,-2,"['하나금융투자', '키움증권', 'SK증권', '메리츠증권']","['20,000', '10,000', '10,000', '10,000']",[],[]
64,1945,(주)아이비케이캐피탈,KR6019453A62,B019453A6,할부금융채권 (116250),,상장,활성,2020-06-08,,아이비케이캐피탈 215-3,IBK CAPITAL CORPORATION 215-3,회사채,,"40,000,000,000",2020-06-05,원화,2023-07-05,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.6159999999999999,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.616 Bd 20230705 Sr,,,215-3,-3,['NH투자증권'],"['10,000']","['SK증권', '교보증권', '유진투자증권']","['10,000', '10,000', '10,000']"
69,1945,(주)아이비케이캐피탈,KR6019454A61,B019454A6,할부금융채권 (116250),,상장,활성,2020-06-08,,아이비케이캐피탈 215-4,IBK CAPITAL CORPORATION 215-4,회사채,,"20,000,000,000",2020-06-05,원화,2023-10-05,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.6369999999999998,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-09-05,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.637 Bd 20231005 Sr,,,215-4,-4,['NH투자증권'],"['10,000']",['한양증권'],"['10,000']"
74,1945,(주)아이비케이캐피탈,KR6019455A60,B019455A6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-1,IBK CAPITAL CORPORATION 216-1,회사채,,"70,000,000,000",2020-06-24,원화,2021-12-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.415,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.415 Bd 20211224 Sr,,,216-1,-1,['KB증권'],"['10,000']","['한양증권', '한국투자증권', '이베스트투자증권']","['30,000', '20,000', '10,000']"
78,1945,(주)아이비케이캐피탈,KR6019456A69,B019456A6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-2,IBK CAPITAL CORPORATION 216-2,회사채,,"50,000,000,000",2020-06-24,원화,2022-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.4980000000000002,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.498 Bd 20220624 Sr,,,216-2,-2,['KB증권'],"['20,000']","['교보증권', '한화투자증권', '유진투자증권']","['10,000', '10,000', '10,000']"
82,1945,(주)아이비케이캐피탈,KR6019457A68,B019457A6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-3,IBK CAPITAL CORPORATION 216-3,회사채,,"50,000,000,000",2020-06-24,원화,2023-05-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.58,,100,100,마지막이자365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.580 Bd 20230524 Sr,,,216-3,-3,"['현대차증권', '부국증권', '미래에셋대우', 'SK증권', '하나금융투자']","['10,000', '10,000', '10,000', '10,000', '10,000']",[],[]
86,1945,(주)아이비케이캐피탈,KR6019458A67,B019458A6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-4,IBK CAPITAL CORPORATION 216-4,회사채,,"40,000,000,000",2020-06-24,원화,2023-06-23,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.589,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.589 Bd 20230623 Sr,,,216-4,-4,['KB증권'],"['10,000']","['한양증권', '한국투자증권', '교보증권']","['10,000', '10,000', '10,000']"
89,1945,(주)아이비케이캐피탈,KR6019459A66,B019459A6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-5,IBK CAPITAL CORPORATION 216-5,회사채,,"20,000,000,000",2020-06-24,원화,2023-08-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.607,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.607 Bd 20230824 Sr,,,216-5,-5,"['한양증권', '현대차증권']","['10,000', '10,000']",[],[]
92,1945,(주)아이비케이캐피탈,KR601945AA61,B01945AA6,할부금융채권 (116250),,상장,활성,2020-06-25,,아이비케이캐피탈 216-6,IBK CAPITAL CORPORATION 216-6,회사채,,"30,000,000,000",2020-06-24,원화,2025-06-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.704,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-24,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.704 Bd 20250624 Sr,,,216-6,-6,"['이베스트투자증권', '부국증권', '메리츠증권']","['10,000', '10,000', '10,000']",[],[]
55,1945,(주)아이비케이캐피탈,KR6019451A72,B019451A7,할부금융채권 (116250),,상장,활성,2020-07-14,,아이비케이캐피탈 217-1,IBK CAPITAL CORPORATION 217-1,회사채,,"50,000,000,000",2020-07-13,원화,2022-08-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.455,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.455 Bd 20220812 Sr,,,217-1,-1,['키움증권'],"['20,000']","['교보증권', '케이티비투자증권', '케이아이디비채권중개']","['10,000', '10,000', '10,000']"
60,1945,(주)아이비케이캐피탈,KR6019452A71,B019452A7,할부금융채권 (116250),,상장,활성,2020-07-14,,아이비케이캐피탈 217-2,IBK CAPITAL CORPORATION 217-2,회사채,,"50,000,000,000",2020-07-13,원화,2023-04-13,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.561,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.561 Bd 20230413 Sr,,,217-2,-2,"['SK증권', '한양증권', '한국투자증권', '하이투자증권']","['20,000', '10,000', '10,000', '10,000']",[],[]
65,1945,(주)아이비케이캐피탈,KR6019453A70,B019453A7,할부금융채권 (116250),,상장,활성,2020-07-14,,아이비케이캐피탈 217-3,IBK CAPITAL CORPORATION 217-3,회사채,,"50,000,000,000",2020-07-13,원화,2023-08-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.5919999999999999,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.592 Bd 20230811 Sr,,,217-3,-3,"['한양증권', '신영증권', '교보증권', '한화투자증권']","['20,000', '10,000', '10,000', '10,000']",[],[]
