index,발행기관코드,발행기관명,표준코드,단축코드,채권분류,변경전 발행기관코드,상장여부,활성여부,상장일,상장폐지일,한글종목명,영문종목명,채권유형,지방채구분,발행금액,발행일,발행통화,상환일,특이채권유형,보증담보,보증률(%),이자지급방법,발행방법,발행구분,크라우드펀딩여부,표면이자율 확정여부,표면이자율(%),낙찰금리(%),발행가액(%),만기상환율(%),특이발행조건,옵션,선/후/중순위,상환방법,물가연동구분,참조지수(%),신종자본증권여부,조건부자본증권 유형,유동화,휴무관련(원금),이자지급기준,경과금리(%),휴무관련(이자),이자 선/후급,이자지급주기(개월),이자지급기준일구분,이자계산주기(개월),이자원단위 미만처리,이자월말구분,단수일이자기준,최초이자지급일,매출형태,선매출이자 지급방법,선/후매출일,기명구분,보장수익률(%),보장수익률적용일,추가수익률(%),추가수익률적용일,(전자)등록기관,원리금지급대행기관,대표주관회사,보증기관,신용평가기관1,신용등급,신용평가기관2,신용평가기관3,신용평가기관4,CFI,FISN,Call 주체,Call 사유,identifier1,identifier2,bookrunners,bkr_parts,comanagers,cmgr_parts
70,1945,(주)아이비케이캐피탈,KR6019454A79,B019454A7,할부금융채권 (116250),,상장,활성,2020-07-14,,아이비케이캐피탈 217-4,IBK CAPITAL CORPORATION 217-4,회사채,,"10,000,000,000",2020-07-13,원화,2025-07-11,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.6980000000000002,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-13,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,키움증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.698 Bd 20250711 Sr,,,217-4,-4,['흥국증권'],"['10,000']",[],[]
75,1945,(주)아이비케이캐피탈,KR6019455A78,B019455A7,할부금융채권 (116250),,상장,활성,2020-07-31,,아이비케이캐피탈 218-1,IBK CAPITAL CORPORATION 218-1,회사채,,"40,000,000,000",2020-07-30,원화,2023-01-30,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.456,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-30,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.456 Bd 20230130 Sr,,,218-1,-1,"['신영증권', '유진투자증권', '카카오페이증권', '교보증권']","['10,000', '10,000', '10,000', '10,000']",[],[]
79,1945,(주)아이비케이캐피탈,KR6019456A77,B019456A7,할부금융채권 (116250),,상장,활성,2020-07-31,,아이비케이캐피탈 218-2,IBK CAPITAL CORPORATION 218-2,회사채,,"30,000,000,000",2020-07-30,원화,2023-07-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.538,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-10-30,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.538 Bd 20230728 Sr,,,218-2,-2,['NH투자증권'],"['10,000']","['이베스트투자증권', '교보증권']","['10,000', '10,000']"
83,1945,(주)아이비케이캐피탈,KR6019457A76,B019457A7,할부금융채권 (116250),,상장,활성,2020-07-31,,아이비케이캐피탈 218-3,IBK CAPITAL CORPORATION 218-3,회사채,,"40,000,000,000",2020-07-30,원화,2024-01-30,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.57,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-30,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.570 Bd 20240130 Sr,,,218-3,-3,['NH투자증권'],"['10,000']","['한양증권', '현대차증권', '한화투자증권']","['10,000', '10,000', '10,000']"
56,1945,(주)아이비케이캐피탈,KR6019451A80,B019451A8,할부금융채권 (116250),,상장,활성,2020-08-13,,아이비케이캐피탈 219-1,IBK CAPITAL CORPORATION 219-1,회사채,,"30,000,000,000",2020-08-12,원화,2022-10-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.314,,100,100,마지막이자 365 일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-12,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.314 Bd 20221012 Sr,,,219-1,-1,['KB증권'],"['10,000']","['부국증권', '한양증권']","['10,000', '10,000']"
61,1945,(주)아이비케이캐피탈,KR6019452A89,B019452A8,할부금융채권 (116250),,상장,활성,2020-08-13,,아이비케이캐피탈 219-2,IBK CAPITAL CORPORATION 219-2,회사채,,"50,000,000,000",2020-08-12,원화,2023-10-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.501,,100,100,마지막이자365일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-12,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.501 Bd 20231012 Sr,,,219-2,-2,['KB증권'],"['10,000']","['부국증권', '현대차증권', '한국투자증권', '이베스트투자증권']","['10,000', '10,000', '10,000', '10,000']"
66,1945,(주)아이비케이캐피탈,KR6019453A88,B019453A8,할부금융채권 (116250),,상장,활성,2020-08-13,,아이비케이캐피탈 219-3,IBK CAPITAL CORPORATION 219-3,회사채,,"30,000,000,000",2020-08-12,원화,2024-02-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.5419999999999998,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-12,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.542 Bd 20240212 Sr,,,219-3,-3,"['부국증권', '현대차증권', '케이티비투자증권']","['10,000', '10,000', '10,000']",[],[]
71,1945,(주)아이비케이캐피탈,KR6019454A87,B019454A8,할부금융채권 (116250),,상장,활성,2020-08-13,,아이비케이캐피탈 219-4,IBK CAPITAL CORPORATION 219-4,회사채,,"30,000,000,000",2020-08-12,원화,2024-03-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.547,,100,100,마지막이자365일할계산,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-12,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.547 Bd 20240312 Sr,,,219-4,-4,"['이베스트투자증권', 'NH투자증권']","['10,000', '20,000']",[],[]
76,1945,(주)아이비케이캐피탈,KR6019455A86,B019455A8,할부금융채권 (116250),,상장,활성,2020-08-13,,아이비케이캐피탈 219-5,IBK CAPITAL CORPORATION 219-5,회사채,,"20,000,000,000",2020-08-12,원화,2025-08-12,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.663,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-12,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.663 Bd 20250812 Sr,,,219-5,-5,"['부국증권', '교보증권']","['10,000', '10,000']",[],[]
80,1945,(주)아이비케이캐피탈,KR6019456A85,B019456A8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-1,IBK CAPITAL CORPORATION 220-1,회사채,,"20,000,000,000",2020-08-27,원화,2022-02-25,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.182,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.182 Bd 20220225 Sr,,,220-1,-1,"['SK증권', '한양증권']","['10,000', '10,000']",[],[]
84,1945,(주)아이비케이캐피탈,KR6019457A84,B019457A8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-2,IBK CAPITAL CORPORATION 220-2,회사채,,"40,000,000,000",2020-08-27,원화,2022-08-26,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.286,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.286 Bd 20220826 Sr,,,220-2,-2,"['한양증권', 'NH투자증권', '유진투자증권', '흥국증권']","['10,000', '10,000', '10,000', '10,000']",[],[]
87,1945,(주)아이비케이캐피탈,KR6019458A83,B019458A8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-3,IBK CAPITAL CORPORATION 220-3,회사채,,"30,000,000,000",2020-08-27,원화,2023-02-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.376,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.376 Bd 20230227 Sr,,,220-3,-3,"['한양증권', '부국증권']","['10,000', '20,000']",[],[]
90,1945,(주)아이비케이캐피탈,KR6019459A82,B019459A8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-4,IBK CAPITAL CORPORATION 220-4,회사채,,"70,000,000,000",2020-08-27,원화,2023-11-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.5030000000000001,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.503 Bd 20231127 Sr,,,220-4,-4,['KB증권'],"['10,000']","['한양증권', 'NH투자증권', '흥국증권', '신한금융투자']","['20,000', '10,000', '10,000', '20,000']"
93,1945,(주)아이비케이캐피탈,KR601945AA87,B01945AA8,할부금융채권 (116250),,상장,활성,2020-08-28,,아이비케이캐피탈 220-5,IBK CAPITAL CORPORATION 220-5,회사채,,"30,000,000,000",2020-08-27,원화,2025-08-27,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.659,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-27,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,KB증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.659 Bd 20250827 Sr,,,220-5,-5,"['부국증권', '케이아이디비채권중개', '이베스트투자증권']","['10,000', '10,000', '10,000']",[],[]
57,1945,(주)아이비케이캐피탈,KR6019451A98,B019451A9,할부금융채권 (116250),,상장,활성,2020-09-16,,아이비케이캐피탈 221-1,IBK CAPITAL CORPORATION 221-1,회사채,,"60,000,000,000",2020-09-15,원화,2022-01-14,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.2690000000000001,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,365일,2020-12-15,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,미래에셋대우(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.269 Bd 20220114 Sr,,,221-1,-1,['교보증권'],"['60,000']",[],[]
62,1945,(주)아이비케이캐피탈,KR6019452A97,B019452A9,할부금융채권 (116250),,상장,활성,2020-09-16,,아이비케이캐피탈 221-2,IBK CAPITAL CORPORATION 221-2,회사채,,"40,000,000,000",2020-09-15,원화,2022-09-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.4409999999999998,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-15,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,미래에셋대우(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.441 Bd 20220915 Sr,,,221-2,-2,['미래에셋대우'],"['10,000']","['한양증권', 'SK증권']","['20,000', '10,000']"
67,1945,(주)아이비케이캐피탈,KR6019453A96,B019453A9,할부금융채권 (116250),,상장,활성,2020-09-16,,아이비케이캐피탈 221-3,IBK CAPITAL CORPORATION 221-3,회사채,,"20,000,000,000",2020-09-15,원화,2023-09-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.624,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-15,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,미래에셋대우(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.624 Bd 20230915 Sr,,,221-3,-3,['미래에셋대우'],"['10,000']",['흥국증권'],"['10,000']"
72,1945,(주)아이비케이캐피탈,KR6019454A95,B019454A9,할부금융채권 (116250),,상장,활성,2020-09-16,,아이비케이캐피탈 221-4,IBK CAPITAL CORPORATION 221-4,회사채,,"30,000,000,000",2020-09-15,원화,2025-09-15,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.771,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-12-15,비매출,,,무기명,,,,,한국예탁결제원,중소기업은행,미래에셋대우(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,IBK CAPITAL/1.771 Bd 20250915 Sr,,,221-4,-4,"['부국증권', '신영증권']","['20,000', '10,000']",[],[]
24,869,(주)한양,KR6008691A67,B008691A6,일반사채 (116100),,상장,활성,2020-06-10,,한양 64,HAN YANG 64,회사채,,"20,000,000,000",2020-06-09,원화,2022-06-09,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,4.002,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-09-09,비매출,,,무기명,,,,,한국예탁결제원,(주)국민은행,신영증권(주),,, ,한국신용평가,한국기업평가,,DBFUFB,HANYANG/4.002 Bd 20220609 Sr Ungtd,,,64,,['신영증권'],"['20,000,000,000']",[],[]
25,877,(주)호텔신라,KR6008771A45,B008771A4,일반사채 (116100),,상장,활성,2020-04-24,,호텔신라 71-1,HOTEL SHILLA 71-1,회사채,,"260,000,000,000",2020-04-24,원화,2023-04-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.293,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-24,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFNFB,HTL SHILLA/ Bd 20230424 Sr Ungtd,,,71-1,1,"['KB증권', 'NH투자증권']","['33,500,000,000', '29,000,000,000']","['삼성증권', '신한금융투자', '한국산업은행']","['35,000,000,000', '22,500,000,000', '140,000,000,000']"
26,877,(주)호텔신라,KR6008772A44,B008772A4,일반사채 (116100),,상장,활성,2020-04-24,,호텔신라 71-2,HOTEL SHILLA 71-2,회사채,,"40,000,000,000",2020-04-24,원화,2025-04-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,2.414,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-24,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFNFB,HTL SHILLA/ Bd 20250424 Sr Ungtd,,,71-2,2,"['KB증권', 'NH투자증권']","['27,000,000,000', '13,000,000,000']",[],[]
27,877,(주)호텔신라,KR6008773A43,B008773A4,일반사채 (116100),,상장,활성,2020-04-24,,호텔신라 71-3,HOTEL SHILLA 71-3,회사채,,"50,000,000,000",2020-04-24,원화,2030-04-24,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.014,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-07-24,비매출,,,무기명,,,,,한국예탁결제원,(주)우리은행,엔에이치투자증권(주),,, ,한국신용평가,한국기업평가,,DBFNFB,HTL SHILLA/ Bd 20300424 Sr Ungtd,,,71-3,3,"['KB증권', 'NH투자증권']","['4,500,000,000', '23,000,000,000']",['한국투자증권'],"['22,500,000,000']"
29,1006,OCI(주),KR6010061A73,B010061A7,일반사채 (116100),,상장,활성,2020-07-02,,OCI 85,OCI 85,회사채,,"80,000,000,000",2020-07-02,원화,2023-07-02,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,3.031,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-10-02,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,한국투자증권(주),,NICE신용평가, ,한국신용평가,,,DBFNFB,OCI/ Bd 20230702 Sr Ungtd,,,85,,"['NH투자증권', 'KB증권', '한국투자증권', '한국산업은행', '키움증권', 'DB금융투자', '미래에셋대우']","['10,000,000,000', '10,000,000,000', '7,000,000,000', '40,000,000,000', '5,000,000,000', '5,000,000,000', '3,000,000,000']",[],[]
31,1095,S-Oil(주),KR6010951A84,B010951A8,일반사채 (116100),,상장,활성,2020-08-28,,S-Oil 57-1,SOIL CORPORATION 57-1,회사채,,"340,000,000,000",2020-08-28,원화,2023-08-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.401,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-28,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,S-Oil/ Bd 20230828 Sr Ungtd,,,57-1,1,"['미래에셋대우', 'NH투자증권', '신한금융투자', 'KB증권']","['90,000,000,000', '40,000,000,000', '30,000,000,000', '110,000,000,000']","['삼성증권', '한국투자증권', '하나금융투자']","['40,000,000,000', '20,000,000,000', '10,000,000,000']"
32,1095,S-Oil(주),KR6010952A83,B010952A8,일반사채 (116100),,상장,활성,2020-08-28,,S-Oil 57-2,SOIL CORPORATION 57-2,회사채,,"40,000,000,000",2020-08-28,원화,2025-08-28,일반채권,무보증,,고정금리형-이표채,공모-간접발행,국내발행,NO,확정,1.639,,100,100,,,선순위,만기상환,NO,,NO,,,직후영업일(경과이자없음),,,직후영업일(경과이자없음),후급,3,발행일,3,절사,일자기준,,2020-11-28,비매출,,,무기명,,,,,한국예탁결제원,(주)신한은행,엔에이치투자증권(주),,NICE신용평가, ,한국신용평가,한국기업평가,,DBFNFB,S-Oil/ Bd 20250828 Sr Ungtd,,,57-2,2,"['NH투자증권', 'KB증권']","['10,000,000,000', '30,000,000,000']",[],[]
